"spellname","checktime","signupdays","logindays","lastlogin","lastlogindiff","loginfrequency"
"renxiaoli","2015/8/24 17:22:43","167","5","2015/10/29","101","0.0299"
"caojie","2015/12/2 13:44:35","67","2","2016/1/20","18","0.0299"
"zhangzheng_1","2015/8/24 16:28:27","167","5","2015/12/8","61","0.0299"
"mazengjin","2015/12/2 15:10:26","67","2","2015/12/3","66","0.0299"
"chenaobo","2015/12/2 16:04:59","67","2","2015/12/3","66","0.0299"
"zhangxuetao","2015/12/2 17:17:54","67","2","2015/12/3","66","0.0299"
"hanjiafei","2015/12/2 11:06:48","67","2","2016/1/7","31","0.0299"
"fangxingzhi","2015/12/2 16:03:21","67","2","2015/12/3","66","0.0299"
"huangjinhui","2015/8/24 17:12:27","167","5","2015/12/31","38","0.0299"
"leizhiwu_1","2015/10/30 14:00:07","100","3","2015/11/4","95","0.0300"
"lixin_3","2015/10/30 11:09:13","100","3","2016/1/15","23","0.0300"
"gaolang","2015/10/30 10:46:24","100","3","2015/11/16","83","0.0300"
"yudelin","2015/10/30 14:58:15","100","3","2016/2/2","5","0.0300"
"fangchunyan","2015/10/30 16:22:45","100","3","2015/12/24","45","0.0300"
"shenyu_1","2016/1/5 17:28:10","33","1","2016/1/25","13","0.0303"
"zhaobo","2016/1/5 15:45:06","33","1","2016/1/5","33","0.0303"
"lianzhen","2016/1/5 15:12:19","33","1","2016/1/5","33","0.0303"
"gaoli","2016/1/5 15:35:21","33","1","2016/1/5","33","0.0303"
"zhangshuanwei","2016/1/5 14:03:13","33","1","2016/1/5","33","0.0303"
"chenxia_9","2016/1/5 10:22:37","33","1","2016/1/29","9","0.0303"
"zouting","2016/1/5 17:01:13","33","1","2016/1/5","33","0.0303"
"jiangmin","2015/9/28 10:34:09","132","4","2015/10/9","121","0.0303"
"huxiangyi","2016/1/5 15:38:15","33","1","2016/1/11","27","0.0303"
"jiangchen","2016/1/5 16:10:33","33","1","2016/1/6","32","0.0303"
"tanglingjuan","2015/12/3 16:48:31","66","2","2015/12/4","65","0.0303"
"lianduanqing","2016/1/5 16:15:24","33","1","2016/1/5","33","0.0303"
"zhangtongwei_1","2016/1/5 14:58:48","33","1","2016/1/5","33","0.0303"
"shijusong","2016/1/5 15:40:15","33","1","2016/1/5","33","0.0303"
"zhouyuan","2015/8/26 15:35:02","165","5","2015/11/25","74","0.0303"
"zhongjiaqi","2016/1/5 15:42:11","33","1","2016/1/5","33","0.0303"
"wanchuanli","2016/1/5 17:24:53","33","1","2016/1/5","33","0.0303"
"liutan","2016/1/5 18:02:45","33","1","2016/1/6","32","0.0303"
"zhengshanshan","2016/1/5 16:10:33","33","1","2016/1/5","33","0.0303"
"zhengyaping","2016/1/5 16:46:06","33","1","2016/1/5","33","0.0303"
"zhangxi","2015/9/28 18:02:54","132","4","2016/1/15","23","0.0303"
"luoxiaoxiao","2016/1/5 15:12:18","33","1","2016/1/12","26","0.0303"
"fandanbo","2016/1/5 16:24:48","33","1","2016/1/5","33","0.0303"
"sunqiaoyuan","2016/1/5 09:15:59","33","1","2016/1/5","33","0.0303"
"liujiawei3","2015/12/3 15:37:03","66","2","2016/1/29","9","0.0303"
"qinxiping","2016/1/5 16:20:28","33","1","2016/1/5","33","0.0303"
"lvzhongyuan","2016/1/5 09:27:24","33","1","2016/1/5","33","0.0303"
"mahuan","2016/1/5 15:06:21","33","1","2016/1/5","33","0.0303"
"chenxiangjie","2015/12/3 14:58:53","66","2","2016/1/19","19","0.0303"
"hubeishi","2016/1/5 10:37:38","33","1","2016/1/5","33","0.0303"
"caomingzheng","2015/9/28 09:43:28","132","4","2015/11/5","94","0.0303"
"dubin","2016/1/5 15:49:43","33","1","2016/1/5","33","0.0303"
"zengqi","2015/12/3 14:08:08","66","2","2015/12/4","65","0.0303"
"zuoguobin","2016/1/5 15:43:11","33","1","2016/1/5","33","0.0303"
"ganjing","2015/12/3 17:13:16","66","2","2016/1/5","33","0.0303"
"huangchengqi","2016/1/5 15:29:28","33","1","2016/1/5","33","0.0303"
"tiankun","2016/1/5 17:05:23","33","1","2016/1/14","24","0.0303"
"fangmin_1","2016/1/5 18:26:57","33","1","2016/1/27","11","0.0303"
"renhang","2016/1/5 17:35:38","33","1","2016/1/6","32","0.0303"
"huangrongrong","2016/1/5 17:21:48","33","1","2016/1/5","33","0.0303"
"xiongliaojun","2016/1/5 15:46:15","33","1","2016/1/6","32","0.0303"
"liuyao_3","2016/1/5 14:50:07","33","1","2016/1/5","33","0.0303"
"lifeibin","2016/1/5 15:47:28","33","1","2016/1/5","33","0.0303"
"zhangjiayi","2016/1/5 11:10:09","33","1","2016/1/5","33","0.0303"
"yaoleping","2016/1/5 14:28:18","33","1","2016/1/5","33","0.0303"
"mengwenhao","2016/1/5 15:29:50","33","1","2016/1/25","13","0.0303"
"chenshuyan","2016/1/5 14:57:47","33","1","2016/1/8","30","0.0303"
"lihao_5","2016/1/5 17:51:37","33","1","2016/1/5","33","0.0303"
"xiaona","2016/1/5 16:53:23","33","1","2016/1/5","33","0.0303"
"wangning_1","2016/1/5 14:26:59","33","1","2016/1/25","13","0.0303"
"tangyuanqing","2016/1/5 08:59:32","33","1","2016/1/19","19","0.0303"
"zhangxian_1","2016/1/5 18:07:19","33","1","2016/1/5","33","0.0303"
"zhengyi_6","2016/1/5 14:19:42","33","1","2016/1/5","33","0.0303"
"wangxuemei","2016/1/5 16:03:21","33","1","2016/1/27","11","0.0303"
"xuguangyu","2016/1/5 14:45:10","33","1","2016/1/8","30","0.0303"
"limin_2","2016/1/5 14:38:40","33","1","2016/1/5","33","0.0303"
"lichangying","2015/9/28 09:46:08","132","4","2015/10/19","111","0.0303"
"lizeming","2016/1/5 16:47:51","33","1","2016/1/5","33","0.0303"
"wangkangning","2016/1/5 16:46:05","33","1","2016/1/5","33","0.0303"
"liulu_5","2015/12/3 11:06:26","66","2","2016/1/26","12","0.0303"
"wanghong_1","2016/1/5 14:46:48","33","1","2016/1/25","13","0.0303"
"zhouyuting","2016/1/5 14:40:49","33","1","2016/1/15","23","0.0303"
"liyueping","2015/9/28 10:32:10","132","4","2015/11/12","87","0.0303"
"wangfangzhou","2015/12/3 14:47:04","66","2","2015/12/31","38","0.0303"
"yaojing","2015/9/28 15:31:00","132","4","2016/1/28","10","0.0303"
"peiwu","2015/12/3 11:23:01","66","2","2015/12/31","38","0.0303"
"huxiaoyan","2016/1/5 15:40:13","33","1","2016/1/5","33","0.0303"
"xiefang_8","2016/1/5 13:43:30","33","1","2016/1/28","10","0.0303"
"zhangke_3","2016/1/5 16:18:49","33","1","2016/1/21","17","0.0303"
"luoxinyi","2016/1/5 16:51:02","33","1","2016/1/5","33","0.0303"
"yangxi_2","2016/1/5 14:46:43","33","1","2016/1/5","33","0.0303"
"zhangtao_5","2016/1/5 15:40:14","33","1","2016/1/5","33","0.0303"
"zhangwenning","2016/1/5 11:11:47","33","1","2016/1/26","12","0.0303"
"zengzheng_1","2016/1/5 09:09:33","33","1","2016/1/6","32","0.0303"
"liqin","2016/1/5 16:58:36","33","1","2016/1/21","17","0.0303"
"sangchun","2015/9/28 12:07:06","132","4","2015/10/18","112","0.0303"
"xiekangkang","2015/9/28 10:00:46","132","4","2015/10/10","120","0.0303"
"zhanqinfang","2015/12/3 17:17:38","66","2","2015/12/4","65","0.0303"
"dengrongjie","2015/8/27 11:02:37","164","5","2016/1/4","34","0.0305"
"majun","2015/9/29 14:00:48","131","4","2015/10/29","101","0.0305"
"zhouxing","2015/8/27 10:17:23","164","5","2015/10/15","115","0.0305"
"liuchao","2015/9/29 15:13:17","131","4","2015/10/27","103","0.0305"
"heyu","2015/9/29 14:17:33","131","4","2015/12/18","51","0.0305"
"zhanghui","2015/8/28 10:02:04","163","5","2015/9/15","145","0.0307"
"menglijie","2015/9/30 10:26:38","130","4","2015/11/5","94","0.0308"
"wangyang_1","2015/12/4 14:58:32","65","2","2016/1/18","20","0.0308"
"wanghailong","2015/7/27 11:31:08","195","6","2015/8/20","171","0.0308"
"changbin","2015/7/27 18:01:11","195","6","2015/10/23","107","0.0308"
"zhangyan_9","2015/12/4 16:14:14","65","2","2015/12/11","58","0.0308"
"hexiang","2015/12/4 10:30:10","65","2","2015/12/7","62","0.0308"
"miaohaoyun","2015/12/4 11:14:18","65","2","2016/1/19","19","0.0308"
"majianxin","2015/9/30 10:34:40","130","4","2015/10/20","110","0.0308"
"fangdongkai","2015/9/30 13:30:18","130","4","2016/1/18","20","0.0308"
"lilin_6","2015/12/4 16:18:27","65","2","2015/12/15","54","0.0308"
"sunxu","2015/12/4 10:33:42","65","2","2015/12/28","41","0.0308"
"cuijie","2015/7/28 18:09:52","194","6","2015/8/17","174","0.0309"
"yanglingzhi","2015/11/2 15:51:54","97","3","2016/1/14","24","0.0309"
"lijie_4","2015/11/2 14:17:42","97","3","2015/11/11","88","0.0309"
"liupeng1","2015/11/2 11:18:12","97","3","2016/1/4","34","0.0309"
"huweiling","2015/7/29 15:43:10","193","6","2015/9/2","158","0.0311"
"yangmei","2016/1/6 10:45:49","32","1","2016/1/20","18","0.0313"
"gongwenxin","2016/1/6 11:00:44","32","1","2016/1/25","13","0.0313"
"wangbin_4","2016/1/6 15:07:49","32","1","2016/1/6","32","0.0313"
"liufang","2015/8/31 09:30:25","160","5","2016/2/5","2","0.0313"
"qinmei","2016/1/6 14:49:22","32","1","2016/1/26","12","0.0313"
"mabing","2016/1/6 14:05:41","32","1","2016/1/6","32","0.0313"
"litongbin","2016/1/6 15:25:48","32","1","2016/1/6","32","0.0313"
"chenjinnan","2015/8/31 10:54:49","160","5","2015/9/30","130","0.0313"
"hexiaowei","2016/1/6 11:13:09","32","1","2016/1/6","32","0.0313"
"xukexin","2015/11/3 11:43:25","96","3","2015/11/5","94","0.0313"
"panzhao","2016/1/6 15:42:52","32","1","2016/1/6","32","0.0313"
"wangweiwei_1","2016/1/6 11:05:16","32","1","2016/1/19","19","0.0313"
"xingying","2016/1/6 09:37:05","32","1","2016/1/19","19","0.0313"
"wangfei3","2016/1/6 16:38:15","32","1","2016/1/19","19","0.0313"
"zhaojing_6","2016/1/6 14:14:35","32","1","2016/1/6","32","0.0313"
"huajixu","2016/1/6 15:50:10","32","1","2016/1/6","32","0.0313"
"xuejinqian","2016/1/6 13:41:42","32","1","2016/1/6","32","0.0313"
"zhangtingting_8","2016/1/6 16:36:09","32","1","2016/1/6","32","0.0313"
"zhengyongdan","2016/1/6 13:31:05","32","1","2016/1/6","32","0.0313"
"yangxia_1","2016/1/6 11:03:02","32","1","2016/1/14","24","0.0313"
"wangke_8","2016/1/6 15:39:49","32","1","2016/1/6","32","0.0313"
"zhuling","2016/1/6 11:53:47","32","1","2016/1/6","32","0.0313"
"liwenfeng","2016/1/6 10:57:02","32","1","2016/1/6","32","0.0313"
"panyue","2016/1/6 11:42:21","32","1","2016/1/28","10","0.0313"
"chenyou","2016/1/6 15:59:56","32","1","2016/1/25","13","0.0313"
"pengyuan","2015/11/3 11:27:41","96","3","2015/11/20","79","0.0313"
"zhuping","2016/1/6 13:31:39","32","1","2016/1/6","32","0.0313"
"wulili_1","2016/1/6 11:43:14","32","1","2016/1/6","32","0.0313"
"yaoxian","2016/1/6 17:45:30","32","1","2016/2/5","2","0.0313"
"qixiaodong","2016/1/6 14:09:21","32","1","2016/1/6","32","0.0313"
"wudayi","2016/1/6 15:45:50","32","1","2016/1/6","32","0.0313"
"zhangtianwen","2016/1/6 15:14:15","32","1","2016/1/6","32","0.0313"
"gaoteng","2016/1/6 16:19:17","32","1","2016/1/6","32","0.0313"
"daizhongliang","2016/1/6 10:11:04","32","1","2016/1/6","32","0.0313"
"chenyin","2016/1/6 15:11:48","32","1","2016/1/6","32","0.0313"
"mayutian","2016/1/6 16:55:06","32","1","2016/1/6","32","0.0313"
"zhangshuya","2016/1/6 16:15:20","32","1","2016/1/6","32","0.0313"
"liangyan_2","2016/1/6 16:19:07","32","1","2016/1/6","32","0.0313"
"liang_2","2016/1/6 16:27:58","32","1","2016/1/11","27","0.0313"
"tengyingying","2016/1/6 16:32:59","32","1","2016/1/6","32","0.0313"
"huangjianghua","2016/1/6 11:52:57","32","1","2016/1/6","32","0.0313"
"yuchen_2","2016/1/6 14:10:15","32","1","2016/1/26","12","0.0313"
"chenxiaotian","2016/1/6 16:28:40","32","1","2016/1/19","19","0.0313"
"duhong","2016/1/6 13:31:48","32","1","2016/1/6","32","0.0313"
"liuhailun","2016/1/6 14:35:28","32","1","2016/1/6","32","0.0313"
"wangyuxiao","2016/1/6 10:25:41","32","1","2016/1/6","32","0.0313"
"qujuan","2016/1/6 15:39:50","32","1","2016/1/6","32","0.0313"
"wangzhiyuan","2016/1/6 16:12:20","32","1","2016/1/6","32","0.0313"
"chenchong","2015/7/30 15:28:46","192","6","2015/10/28","102","0.0313"
"yuyue_1","2016/1/6 10:59:01","32","1","2016/1/21","17","0.0313"
"xiawenwen","2016/1/6 13:46:18","32","1","2016/1/6","32","0.0313"
"hanna","2015/9/1 15:33:54","159","5","2015/9/22","138","0.0314"
"wangxi_3","2015/9/1 15:02:07","159","5","2015/9/23","137","0.0314"
"tongjinxin","2015/9/2 11:24:46","158","5","2015/12/21","48","0.0316"
"chenbo","2015/11/4 11:11:23","95","3","2015/11/6","93","0.0316"
"huangtengfeng","2015/9/2 09:14:15","158","5","2015/10/14","116","0.0316"
"taojingmei","2015/9/2 10:17:04","158","5","2015/9/24","136","0.0316"
"gaochunmei","2015/11/4 16:17:22","95","3","2015/11/25","74","0.0316"
"yangyixing","2015/11/4 17:35:28","95","3","2015/12/7","62","0.0316"
"zhaoxiaoou","2015/11/4 14:13:55","95","3","2015/11/26","73","0.0316"
"daiweiming","2015/9/2 10:55:52","158","5","2015/9/25","135","0.0316"
"mengfanhua","2015/11/4 17:16:04","95","3","2015/11/20","79","0.0316"
"wangxiance","2015/11/4 15:46:15","95","3","2016/1/13","25","0.0316"
"zhengsu","2015/11/4 10:51:34","95","3","2015/11/10","89","0.0316"
"gusisi","2015/11/4 09:59:52","95","3","2015/11/6","93","0.0316"
"chenglihua","2015/11/5 15:51:51","94","3","2015/12/2","67","0.0319"
"heran","2015/8/3 11:31:17","188","6","2016/1/14","24","0.0319"
"hezelong","2015/11/5 10:30:46","94","3","2015/11/10","89","0.0319"
"songguanrui","2015/8/3 10:12:06","188","6","2016/1/26","12","0.0319"
"lushan","2015/11/5 09:33:18","94","3","2016/1/25","13","0.0319"
"liwenqiang","2015/8/3 10:24:42","188","6","2016/1/6","32","0.0319"
"huanglei_1","2015/11/5 16:17:20","94","3","2016/1/14","24","0.0319"
"chenqi","2015/8/4 09:05:14","187","6","2015/8/11","180","0.0321"
"liyi_8","2016/1/7 10:51:12","31","1","2016/1/7","31","0.0323"
"sunyurong","2016/1/7 17:48:36","31","1","2016/1/7","31","0.0323"
"songdaixi","2016/1/7 16:53:07","31","1","2016/1/7","31","0.0323"
"wangyu_6","2016/1/7 17:31:35","31","1","2016/1/27","11","0.0323"
"xiedongrong","2016/1/7 09:37:16","31","1","2016/1/7","31","0.0323"
"liuxiaozhu","2015/11/6 09:48:43","93","3","2016/1/19","19","0.0323"
"mengyuan","2016/1/7 16:10:07","31","1","2016/1/7","31","0.0323"
"gaoyang1","2016/1/7 16:28:31","31","1","2016/1/8","30","0.0323"
"chenxiaochun","2015/11/6 10:13:42","93","3","2016/1/4","34","0.0323"
"zhouxun_1","2016/1/7 13:20:10","31","1","2016/1/7","31","0.0323"
"lijianwei","2016/1/7 14:14:51","31","1","2016/1/7","31","0.0323"
"huangpei","2016/1/7 16:35:04","31","1","2016/2/4","3","0.0323"
"liuyang_6","2016/1/7 18:12:09","31","1","2016/1/14","24","0.0323"
"wuchenggen","2016/1/7 17:08:50","31","1","2016/1/7","31","0.0323"
"chenhufei","2016/1/7 16:08:31","31","1","2016/1/7","31","0.0323"
"yanhan","2016/1/7 16:15:05","31","1","2016/1/7","31","0.0323"
"shenxian","2015/12/7 15:42:27","62","2","2015/12/8","61","0.0323"
"zhaojing_7","2016/1/7 16:35:05","31","1","2016/1/8","30","0.0323"
"huangminyi","2016/1/7 16:02:18","31","1","2016/1/28","10","0.0323"
"zhentao","2016/1/7 15:29:17","31","1","2016/1/7","31","0.0323"
"congziyao","2016/1/7 14:37:03","31","1","2016/1/7","31","0.0323"
"lizhaohui","2016/1/7 09:58:41","31","1","2016/1/7","31","0.0323"
"yuhao_2","2016/1/7 15:11:31","31","1","2016/1/7","31","0.0323"
"luoqing","2016/1/7 15:45:05","31","1","2016/1/26","12","0.0323"
"yuanxinqiu","2016/1/7 16:32:20","31","1","2016/1/7","31","0.0323"
"zhangyafei","2016/1/7 15:13:18","31","1","2016/1/7","31","0.0323"
"jianglu","2016/1/7 17:29:36","31","1","2016/1/8","30","0.0323"
"shenxi","2016/1/7 16:21:37","31","1","2016/1/7","31","0.0323"
"xuqicai","2015/12/7 14:08:42","62","2","2015/12/17","52","0.0323"
"dingwenjin","2015/11/6 16:47:33","93","3","2015/11/24","75","0.0323"
"zhengxiangyong","2016/1/7 11:13:51","31","1","2016/1/7","31","0.0323"
"baohanmin","2016/1/7 15:23:05","31","1","2016/1/7","31","0.0323"
"fanjing","2016/1/7 16:02:20","31","1","2016/1/7","31","0.0323"
"xuqianqian","2016/1/7 18:09:06","31","1","2016/1/7","31","0.0323"
"yangpeiran","2015/11/6 15:27:53","93","3","2015/11/10","89","0.0323"
"luzhangyue","2015/11/6 16:07:19","93","3","2015/11/11","88","0.0323"
"chenhao_5","2016/1/7 13:53:10","31","1","2016/2/2","5","0.0323"
"guojie","2016/1/7 10:26:04","31","1","2016/1/7","31","0.0323"
"zhaofei_2","2016/1/7 11:29:31","31","1","2016/1/7","31","0.0323"
"chenqing","2016/1/7 11:16:50","31","1","2016/1/7","31","0.0323"
"chensifu","2016/1/7 18:08:46","31","1","2016/1/7","31","0.0323"
"xuyun_8","2016/1/7 15:31:57","31","1","2016/1/7","31","0.0323"
"linhai","2015/11/6 10:06:23","93","3","2016/2/1","6","0.0323"
"lvhongwei","2015/11/6 10:29:36","93","3","2015/12/25","44","0.0323"
"limin_3","2016/1/7 15:05:06","31","1","2016/1/7","31","0.0323"
"xujia_3","2016/1/7 17:32:31","31","1","2016/1/8","30","0.0323"
"chenchaohui","2016/1/7 16:18:35","31","1","2016/1/7","31","0.0323"
"libing","2016/1/7 17:16:07","31","1","2016/1/28","10","0.0323"
"zhouyuting_2","2016/1/7 16:59:43","31","1","2016/1/25","13","0.0323"
"liumanqin","2016/1/7 16:12:41","31","1","2016/1/7","31","0.0323"
"zhangyin_1","2016/1/7 16:08:28","31","1","2016/1/7","31","0.0323"
"yifangfei","2016/1/7 15:46:50","31","1","2016/1/7","31","0.0323"
"quzhiyao","2016/1/7 18:07:12","31","1","2016/1/7","31","0.0323"
"xinqiang","2015/12/7 14:25:48","62","2","2015/12/9","60","0.0323"
"chengjianxiang","2016/1/7 17:38:17","31","1","2016/1/8","30","0.0323"
"zhuyan_2","2016/1/7 11:38:48","31","1","2016/1/22","16","0.0323"
"liufei_2","2016/1/7 15:33:11","31","1","2016/1/28","10","0.0323"
"liujinchang","2016/1/7 14:26:32","31","1","2016/1/7","31","0.0323"
"cuirongxiao","2016/1/7 14:55:33","31","1","2016/1/7","31","0.0323"
"yangzhenyu","2016/1/7 11:07:34","31","1","2016/1/7","31","0.0323"
"zhangxijing","2016/1/7 17:00:04","31","1","2016/1/7","31","0.0323"
"baina","2015/11/6 10:55:41","93","3","2015/11/9","90","0.0323"
"lijingjing_8","2016/1/7 16:03:13","31","1","2016/1/7","31","0.0323"
"zhengxue","2016/1/7 16:11:40","31","1","2016/1/7","31","0.0323"
"huangying_2","2016/1/7 10:52:28","31","1","2016/1/7","31","0.0323"
"jiangdecheng","2015/11/6 11:20:25","93","3","2016/1/13","25","0.0323"
"renyan","2016/1/7 15:21:29","31","1","2016/1/7","31","0.0323"
"zhangshuo","2016/1/7 11:18:33","31","1","2016/1/7","31","0.0323"
"tianyuan_1","2016/1/7 15:51:46","31","1","2016/1/26","12","0.0323"
"zhaojunli","2016/1/7 16:15:38","31","1","2016/1/7","31","0.0323"
"zhangmingfu","2016/1/7 11:35:56","31","1","2016/1/7","31","0.0323"
"kuangzhong","2016/1/7 15:24:06","31","1","2016/1/7","31","0.0323"
"wangxin_4","2016/1/7 10:55:27","31","1","2016/1/7","31","0.0323"
"machaohui","2015/12/7 11:51:35","62","2","2015/12/8","61","0.0323"
"huangyunru","2016/1/7 11:26:34","31","1","2016/1/7","31","0.0323"
"diaoxiaolong","2016/1/7 11:36:09","31","1","2016/1/19","19","0.0323"
"zhangjing_1","2015/9/6 11:39:34","154","5","2015/10/8","122","0.0325"
"chenwenjie","2015/9/7 10:49:05","153","5","2016/1/21","17","0.0327"
"liulijuan","2015/12/8 10:22:29","61","2","2015/12/9","60","0.0328"
"zhouhaoze","2015/12/8 16:36:32","61","2","2015/12/23","46","0.0328"
"xiayuanyuan","2015/10/8 14:45:53","122","4","2015/10/28","102","0.0328"
"luojinsong","2015/10/8 09:54:50","122","4","2015/10/12","118","0.0328"
"chenguangwu","2015/12/8 17:22:19","61","2","2015/12/10","59","0.0328"
"sunxiaocheng","2015/12/8 16:19:50","61","2","2015/12/9","60","0.0328"
"huangsihao","2015/12/8 16:25:19","61","2","2015/12/9","60","0.0328"
"tangchenggang","2015/12/8 11:54:09","61","2","2015/12/11","58","0.0328"
"xuhan","2015/12/8 09:47:56","61","2","2016/1/18","20","0.0328"
"zhouminming","2015/12/8 14:31:47","61","2","2015/12/11","58","0.0328"
"tianjunfeng","2015/12/8 13:34:09","61","2","2016/1/4","34","0.0328"
"linzhifa","2015/12/8 09:00:51","61","2","2016/1/25","13","0.0328"
"lingwanling","2015/12/8 16:05:31","61","2","2015/12/9","60","0.0328"
"luoli","2015/12/8 17:15:45","61","2","2016/1/7","31","0.0328"
"sunchunhua","2015/12/8 14:15:26","61","2","2015/12/14","55","0.0328"
"liuchunfang","2015/9/8 17:11:25","152","5","2015/11/6","93","0.0329"
"zhangzhipei","2015/9/8 13:14:10","152","5","2015/9/29","131","0.0329"
"zhengxiaoyuan","2015/9/9 14:05:40","151","5","2015/12/3","66","0.0331"
"zhangjing_3","2015/10/9 16:27:13","121","4","2015/10/23","107","0.0331"
"shennan","2015/9/9 16:43:28","151","5","2015/11/6","93","0.0331"
"wangshun","2015/9/9 11:14:12","151","5","2015/12/1","68","0.0331"
"zengdeqiang","2015/10/9 17:16:00","121","4","2015/12/4","65","0.0331"
"luqinmei_1","2015/10/9 10:49:13","121","4","2015/10/30","100","0.0331"
"xuchengchao","2015/9/9 10:40:00","151","5","2015/11/10","89","0.0331"
"lijianzheng","2015/9/9 16:00:40","151","5","2015/12/29","40","0.0331"
"liqian","2015/9/9 09:31:37","151","5","2015/10/28","102","0.0331"
"taiyongnan","2015/9/9 15:56:00","151","5","2015/9/24","136","0.0331"
"sunna","2015/12/9 15:44:33","60","2","2016/1/7","31","0.0333"
"shilei_1","2016/1/8 15:16:54","30","1","2016/1/8","30","0.0333"
"liujingyan","2016/1/8 09:17:43","30","1","2016/1/8","30","0.0333"
"wuyujie","2016/1/8 09:34:51","30","1","2016/1/8","30","0.0333"
"wenxi","2016/1/8 16:32:36","30","1","2016/1/8","30","0.0333"
"wuzhijun","2015/12/9 14:32:22","60","2","2015/12/10","59","0.0333"
"wangying_4","2016/1/8 17:10:10","30","1","2016/1/8","30","0.0333"
"wangyun_5","2016/1/8 11:12:20","30","1","2016/1/8","30","0.0333"
"wumeiyi","2016/1/8 16:49:19","30","1","2016/1/8","30","0.0333"
"liziquan","2016/1/8 17:10:58","30","1","2016/1/8","30","0.0333"
"sunhao","2016/1/8 14:22:08","30","1","2016/1/8","30","0.0333"
